document_id;product_code;quantity;amount
602;7537;1;3925
602;7544;1;1570
602;7553;1;2355
602;8517;1;160
602;10035;1;3400
602;14833;1;24820
603;11723;1;11076
604;7515;1;6400
605;10035;1;80
605;10642;1;18696
606;7724;1;12720
606;8245;1;42135
606;8517;1;160
607;10035;1;180
607;12414;1;9060
607;14041;1;52972
608;13751;1;301860
609;10035;1;2000
609;14112;1;14603
610;7011;1;"528,5"
611;9003;1;150
611;11785;1;"424,5"
612;10035;1;50
612;13806;1;1701
613;10035;1;2400
613;10770;1;33972
613;13956;1;15080
613;14411;1;33078
614;8243;1;16485
615;7740;1;49455
615;10565;1;30924
615;13956;1;21525
615;14247;1;21525
615;14490;1;60989
615;14787;1;24911
616;9630;1;14496
617;10725;1;13090
617;11837;1;82248
617;13956;1;21840
617;14055;1;40040
617;14490;1;32184
617;14551;1;42280
617;14842;1;14022
618;14130;1;"24664,5"
619;10035;1;2000
619;14551;1;3330
620;10035;1;50
620;11701;1;960
621;14650;1;1265
622;6626;1;604
622;10035;1;100
623;10873;1;14304
624;8558;1;1250
624;10592;1;3725
624;10593;1;88693
625;9527;1;2700
625;10592;1;187500
626;6316;1;30396
626;14606;1;143040
627;5803;1;7552
627;8517;1;3700
627;10035;1;50
627;11102;1;3276
627;14055;1;3465
627;14141;1;6240
628;14041;1;4674
629;7453;1;20410
629;10035;1;80
629;14200;1;17520
630;7538;1;11130
630;10035;1;60
631;14593;1;38655
632;10035;1;150
632;14055;1;10780
633;14055;1;17710
634;11811;1;33580
635;10035;1;440
635;10972;1;16280
635;14096;1;27144
636;14498;1;"18052,5"
637;7602;1;25120
637;8572;1;660
637;13951;1;9060
638;14813;1;4945
639;10035;1;80
639;10699;1;17020
640;10035;1;1700
640;14759;1;2262
641;10035;1;80
641;11865;1;6240
641;14637;1;15100
642;6679;1;4113
642;10035;1;3400
642;10613;1;"4339,5"
643;14124;1;3122
644;8247;1;4710
644;10035;1;2000
645;12596;1;19475
646;5803;1;10452
646;13572;1;8294
647;13951;1;"2038,5"
648;11811;1;1816
649;5806;1;20218
649;10591;1;"1887,5"
649;11461;1;22334
649;11878;1;15462
649;13858;1;11150
649;13956;1;8200
649;14154;1;12866
649;14186;1;8590
650;10035;1;2000
650;14681;1;2262
651;10035;1;2400
651;12327;1;10680
652;13994;1;"11299,5"
653;13994;1;8505
654;7623;1;6400
654;8515;1;220
654;10558;1;5285
654;10584;1;4020
654;12257;1;7800
655;7623;1;8000
655;9003;1;170
655;10584;1;2412
655;11900;1;3020
655;12257;1;8320
656;10640;1;5920
656;12257;1;15375
656;14913;1;36260
657;10035;1;250
657;14816;1;2300
658;7288;1;1695
658;14139;1;108932
659;10035;1;80
659;14388;1;22056
660;10035;1;1700
660;14884;1;8200
661;8515;1;640
661;14447;1;164088
662;8515;1;400
662;10035;1;1700
662;14388;1;66780
663;8517;1;160
663;10035;1;1700
663;14839;1;"17527,5"
664;13038;1;7200
664;13040;1;1575
664;14171;1;1938
665;13041;1;9000
666;13038;1;7200
666;13040;1;1575
666;14171;1;1938
667;13041;1;12600
668;13038;1;7200
668;13040;1;1575
668;14171;1;1938
669;13041;1;8568
670;11796;1;620
671;10035;1;100
671;14793;1;295
671;14801;1;992
672;10035;1;1700
672;13802;1;"840,4"
673;7546;1;3600
673;10035;1;1880
674;10035;1;100
674;14793;1;296
674;14801;1;"1120,5"
675;7555;1;14400
675;10035;1;300
676;12344;1;52152
677;10035;1;2000
677;10640;1;4530
677;11397;1;24302
677;14207;1;15100
677;14890;1;15198
678;14811;1;1589
679;9003;1;150
679;10035;1;50
679;10236;1;"1369,5"
679;14831;1;"2894,4"
680;8548;1;2880
681;8548;1;2880
682;8548;1;2880
683;10035;1;180
683;10456;1;5180
684;11701;1;5520
685;13892;1;32640
686;11243;1;9360
686;11701;1;63240
686;11715;1;35760
686;14656;1;6120
687;7602;1;12560
687;10582;1;16569
687;10587;1;19240
687;10591;1;15100
687;10700;1;26640
687;10787;1;15855
687;11722;1;6600
687;12948;1;46748
687;13791;1;12580
687;13827;1;25670
687;14055;1;10570
687;14155;1;18850
687;14207;1;39960
688;11701;1;73143
688;11715;1;36207
688;11811;1;5980
688;14120;1;6440
688;14656;1;12150
688;14657;1;5832
689;7290;1;10170
689;11592;1;12012
690;7522;1;39386
690;7676;1;33520
690;8253;1;92000
691;7448;1;23464
691;7540;1;13600
691;7554;1;12800
691;7555;1;8000
691;7680;1;118400
691;7739;1;82400
691;7984;1;74400
691;8255;1;68800
691;10446;1;34056
691;10573;1;39750
691;10591;1;16065
691;10595;1;32895
691;10844;1;24892
691;11834;1;29337
691;11859;1;11385
691;11876;1;41022
691;11905;1;157896
691;12948;1;50310
691;13857;1;32625
691;13877;1;64500
691;13970;1;26250
691;13997;1;6870
691;14143;1;26910
691;14532;1;45000
691;14831;1;5593
691;14834;1;31500
691;14841;1;7740
691;14885;1;10668
691;14965;1;8789
692;7608;1;12000
692;9003;1;180
693;15099;1;8505
694;10035;1;2770
694;10582;1;45371
694;10696;1;63827
694;10697;1;8030
695;10035;1;4400
695;10489;1;29667
695;11355;1;39517
695;11838;1;26629
695;13769;1;4295
696;13739;1;23374
697;10035;1;300
697;11048;1;3080
697;11693;1;3690
697;11701;1;3720
697;11743;1;4540
697;11785;1;1400
697;11792;1;2706
697;11815;1;7037
697;13020;1;700
697;13027;1;5400
697;13843;1;6191
697;14055;1;"7021,5"
697;14124;1;6913
697;14127;1;6150
697;14129;1;5166
697;14134;1;7680
697;14500;1;2460
697;14519;1;1589
697;14643;1;"12862,5"
697;14654;1;3321
697;14656;1;4560
697;14793;1;4395
697;14794;1;4200
698;10035;1;6400
698;10711;1;57553
698;10719;1;22620
698;11846;1;31783
698;13769;1;5154
698;13879;1;9048
699;11785;1;3080
699;14120;1;"6242,5"
699;14124;1;"7470,5"
699;14127;1;6150
699;14809;1;3405
700;8515;1;230
700;10602;1;2960
700;10802;1;7101
700;13825;1;"2562,5"
700;13966;1;5285
700;14953;1;7200
701;5649;1;"5662,5"
701;10035;1;2580
701;10719;1;23370
701;14536;1;9060
701;14594;1;41124
701;14896;1;29520
702;11786;1;14150
702;14643;1;3460
703;8572;1;370
703;10596;1;5390
703;10602;1;8305
703;10603;1;17880
703;10645;1;17138
703;10802;1;7236
703;13825;1;6240
703;14124;1;7910
704;10035;1;480
704;10700;1;8305
704;10704;1;11325
705;10035;1;4000
705;11281;1;1558
705;14210;1;4470
706;10696;1;317178
707;8706;1;2600
707;14055;1;173313
708;8515;1;200
708;13955;1;214200
708;13966;1;18750
709;9521;1;1300
709;14055;1;91938
710;12996;1;750
710;14055;1;123500
711;11791;1;192000
711;13890;1;183750
712;14278;1;103607
713;8517;1;120
713;11260;1;388080
713;11760;1;5650
713;11811;1;5750
713;13919;1;3100
713;14519;1;10350
713;14834;1;12835
714;14518;1;2290
715;10035;1;480
715;12153;1;29700
716;11794;1;992
716;14135;1;1694
716;14811;1;"9732,5"
717;14816;1;8165
718;8572;1;480
718;12153;1;28960
719;10035;1;100
719;11794;1;"1867,5"
719;14135;1;1701
720;7592;1;4115
720;10035;1;2000
721;7680;1;38465
721;10035;1;120
722;10035;1;320
722;14144;1;43732
723;10035;1;160
723;11461;1;"38767,5"
724;7536;1;6400
724;7574;1;16760
724;10035;1;140
725;8520;1;8700
725;10035;1;80
725;10740;1;54750
725;10781;1;20725
725;11578;1;30336
725;11815;1;"572,5"
725;11859;1;4140
725;12906;1;"2812,5"
725;13851;1;18750
725;13955;1;"3622,5"
726;10035;1;4060
726;10690;1;5814
726;13851;1;4500
726;14847;1;2775
727;10035;1;1250
727;11695;1;2356
727;14667;1;687
728;11695;1;3486
729;10035;1;2000
729;14532;1;"1132,5"
730;10035;1;50
730;11695;1;11205
730;11898;1;1206
731;10035;1;80
731;10574;1;10570
731;11813;1;"723,6"
732;10035;1;5620
732;10573;1;10570
732;10718;1;27935
732;10793;1;7550
732;10841;1;15855
732;13851;1;"28312,5"
732;14505;1;6795
733;10035;1;2400
733;14587;1;13243
734;10035;1;3000
734;13847;1;28536
735;8636;1;800
735;10742;1;25248
736;10742;1;98625
737;10035;1;2560
737;14587;1;109252
738;10035;1;220
738;14781;1;101022
739;10035;1;80
739;10553;1;16044
739;11154;1;22854
739;12311;1;93174
739;13857;1;18955
740;10035;1;2000
740;11344;1;6258
741;10035;1;420
741;10728;1;34780
742;10035;1;2400
742;14167;1;30000
743;11853;1;94300
743;14201;1;31080
744;10035;1;2400
744;14167;1;30000
745;10035;1;4080
745;10554;1;3700
745;12292;1;2590
745;13570;1;10360
746;10035;1;50
746;10787;1;"2677,5"
747;8042;1;66235
747;10590;1;70311
748;5761;1;29667
749;10035;1;2400
749;14214;1;33022
750;10035;1;240
750;10773;1;45182
751;11785;1;"424,5"
751;11788;1;889
751;11796;1;1245
752;10035;1;2400
752;13923;1;102810
753;10035;1;1700
753;14303;1;3438
754;10035;1;400
754;11539;1;"7927,5"
754;12292;1;"4907,5"
754;14752;1;9815
755;10035;1;250
755;11094;1;12864
756;10035;1;300
756;10591;1;10780
757;10035;1;2400
757;13923;1;104598
757;14368;1;52746
758;10035;1;4000
758;14532;1;1702
758;14765;1;3820
759;10639;1;89250
760;13793;1;19240
761;10035;1;320
761;10837;1;46620
762;10035;1;2000
762;14155;1;7163
763;10035;1;80
763;10837;1;11840
764;10035;1;480
764;14842;1;76908
765;10035;1;160
765;10567;1;30914
766;11786;1;849
766;14648;1;1375
767;10035;1;100
767;11790;1;3302
768;10035;1;80
768;11853;1;4680
769;9936;1;9190
770;10035;1;2000
770;10603;1;"6442,5"
770;13706;1;14603
770;14483;1;9981
770;14679;1;21112
771;10035;1;2000
771;14241;1;10788
772;14368;1;18898
773;10035;1;110
773;13959;1;3285
773;14835;1;"1887,5"
774;10035;1;50
774;14500;1;615
775;10035;1;2000
775;10546;1;3700
776;10035;1;2400
776;13959;1;10950
776;14580;1;36078
777;14483;1;8872
777;14679;1;31668
777;14780;1;29206
778;14196;1;5520
779;11665;1;1530
780;10035;1;80
780;14136;1;3335
781;11858;1;6993
782;10035;1;2000
782;10744;1;72816
782;12327;1;20562
782;13661;1;103320
783;11567;1;82044
784;14498;1;7470
785;10035;1;4400
785;11349;1;32184
785;12327;1;20562
785;12355;1;46752
785;14368;1;16986
786;10552;1;45990
787;10035;1;1700
787;14006;1;3316
788;12906;1;"78830,5"
789;8525;1;250
789;13027;1;13080
790;8517;1;160
790;12906;1;5575
790;13958;1;16425
790;15029;1;6512
791;14138;1;11413
792;11723;1;20631
792;11743;1;"2383,5"
792;11792;1;1230
793;10035;1;1020
793;10582;1;12624
793;10697;1;7400
793;10802;1;9468
793;11152;1;15780
794;14656;1;6960
795;6771;1;1850
795;7561;1;17787
795;7562;1;37268
795;10837;1;1480
796;10802;1;2397
797;14138;1;5763
798;14816;1;4025
799;12992;1;7260
799;14681;1;3630
799;14956;1;3630
800;14134;1;1020
801;10600;1;3925
802;10035;1;2000
802;14832;1;"5063,5"
803;11729;1;2300
804;12250;1;12480
805;7455;1;"26548,5"
805;7493;1;24800
805;7521;1;11760
806;6005;1;12464
806;10035;1;2000
807;13809;1;6340
807;14188;1;"1887,5"
808;10600;1;3955
809;14809;1;2337
810;8252;1;11313
810;10035;1;2400
811;10035;1;320
811;14609;1;22300
812;10035;1;2400
812;13920;1;26292
813;10035;1;320
813;14609;1;22523
814;8557;1;400
814;9630;1;6579
814;10725;1;"841,5"
815;14803;1;7139
816;10035;1;150
816;14667;1;7945
817;10035;1;80
817;14609;1;"20587,5"
818;10035;1;400
818;13858;1;29380
819;13995;1;"14215,5"
820;8525;1;400
820;13858;1;29380
821;11006;1;11685
821;11853;1;10400
822;10552;1;592
823;11745;1;9246
824;7528;1;5600
824;7540;1;4000
824;7553;1;800
824;8515;1;7100
824;11862;1;4160
824;12597;1;3120
825;10729;1;30340
826;11152;1;81204
827;7534;1;9218
827;7691;1;150002
827;9415;1;45252
828;6679;1;6433
828;10035;1;1700
829;6679;1;5941
830;7640;1;40035
830;10035;1;1860
830;10807;1;2382
831;7598;1;13168
831;7640;1;"153467,5"
831;7683;1;31274
831;7734;1;118535
832;7688;1;23200
832;10035;1;2000
832;14072;1;68838
833;7011;1;"226,5"
833;7522;1;13408
833;7734;1;376000
833;9882;1;284920
833;10456;1;5285
833;11575;1;462
833;14250;1;17710
834;10035;1;350
834;10456;1;10570
834;11413;1;6795
834;14123;1;2695
835;9003;1;180
835;14847;1;5285
836;10035;1;50
836;10591;1;5390
837;11810;1;3220
837;14667;1;10695
838;10841;1;14345
839;10581;1;5920
839;10583;1;3040
840;10035;1;2000
840;13821;1;2682
840;14253;1;"2960,2"
841;10035;1;2400
841;11353;1;15198
842;10035;1;2000
842;10841;1;7550
843;10035;1;2000
843;10841;1;76255
843;11461;1;15198
843;14253;1;20254
844;7736;1;21600
844;11592;1;69784
845;10035;1;280
845;10610;1;9620
845;13027;1;2400
846;10558;1;9815
846;10566;1;54360
846;10697;1;21140
846;13080;1;860
846;14915;1;36995
846;14916;1;9060
847;10035;1;50
847;11702;1;1215
848;8517;1;100
848;13962;1;6432
849;10035;1;160
849;11903;1;19475
849;12057;1;"17742,5"
850;11789;1;"2886,5"
850;11794;1;2952
851;10035;1;2700
851;10556;1;11100
851;10583;1;4560
851;14821;1;3345
851;14833;1;19610
852;11600;1;8200
853;10035;1;4400
853;11256;1;"3865,5"
853;11569;1;15024
854;10035;1;1350
854;12994;1;73720
855;14659;1;11875
855;14809;1;9988
856;7676;1;16460
856;8246;1;12560
856;8515;1;320
856;9004;1;2000
856;10035;1;2000
857;10035;1;160
857;14125;1;12080
858;14681;1;12464
859;10035;1;240
859;10546;1;42280
860;10035;1;480
860;10700;1;18120
861;819;1;68400
861;8515;1;400
862;10611;1;1304510
863;10035;1;2000
863;10588;1;66912
863;12349;1;183516
863;12548;1;84624
863;14040;1;20562
864;14419;1;"44587,5"
864;14591;1;"42537,5"
864;14819;1;18955
865;7453;1;21200
865;7530;1;16400
865;10707;1;28608
866;10035;1;4800
866;10579;1;8294
866;11315;1;20616
867;12041;1;15540
868;10035;1;2000
868;11464;1;9834
869;10035;1;2000
869;11464;1;4470
870;11327;1;153300
871;14884;1;157325
871;14887;1;102515
872;10611;1;292730
872;10650;1;76410
872;10707;1;51789
872;11152;1;60751
872;11260;1;36015
872;11592;1;27475
873;11834;1;110370
873;11884;1;67920
873;13825;1;185745
873;14213;1;90843
873;14418;1;101660
873;14524;1;75140
873;14907;1;292656
874;7725;1;161710
874;10611;1;153300
875;7660;1;85592
875;14488;1;167253
876;10583;1;27000
876;10763;1;44950
876;11605;1;60175
876;13963;1;7300
877;7115;1;320385
877;7723;1;90630
877;10699;1;516285
877;10704;1;71520
877;11889;1;127961
877;12989;1;99250
877;13956;1;254200
877;14012;1;75592
877;14691;1;93631
877;14971;1;96940
878;7681;1;93600
878;7707;1;131200
878;7740;1;102400
878;10699;1;67795
878;10763;1;350150
878;11416;1;14900
878;13970;1;143040
878;14532;1;223500
878;14637;1;49915
878;14969;1;237655
879;10805;1;273156
880;14135;1;60021
881;11750;1;104766
881;12558;1;9234
882;7594;1;401600
882;7625;1;95200
882;10599;1;6840
882;10650;1;77792
882;10763;1;805345
882;11834;1;173264
882;11891;1;139672
882;15099;1;60250
883;11327;1;126650
884;8517;1;2680
884;9323;1;62580
885;10035;1;150
885;14251;1;14700
886;10035;1;240
886;10558;1;9620
886;10587;1;12950
887;10035;1;2000
887;13877;1;3750
888;11665;1;"3136,5"
889;11736;1;"3320,5"
890;6862;1;"15870,3"
890;10035;1;300
891;10035;1;460
891;11811;1;14030
892;9003;1;180
892;10558;1;12835
893;11726;1;16330
894;14129;1;48216
895;11729;1;200298
896;11047;1;1715
896;11693;1;5535
897;10035;1;2000
897;11891;1;8590
898;10035;1;4700
898;10582;1;"4339,5"
898;11281;1;3770
898;14170;1;11947
899;10035;1;300
899;10582;1;"4339,5"
900;11785;1;1400
900;14648;1;2856
900;14794;1;700
901;10035;1;160
901;14199;1;18955
902;10035;1;1700
902;14669;1;"2726,5"
903;8517;1;160
903;14199;1;18080
904;10035;1;2000
904;10336;1;50370
905;10035;1;2000
905;14717;1;39903
906;13570;1;39420
907;14247;1;47940
908;14957;1;5675
909;10596;1;14307
909;11900;1;37638
909;14836;1;17296
909;14904;1;34686
910;10696;1;25568
911;14838;1;11997
912;11167;1;68453
913;11199;1;37392
913;13558;1;30381
914;7630;1;12560
914;8515;1;240
914;11864;1;7175
914;14246;1;7175
915;7516;1;28620
915;7576;1;15105
915;7578;1;21465
915;7602;1;12720
915;7608;1;30210
915;7639;1;16695
915;10556;1;11250
915;11337;1;42784
915;12948;1;4584
915;14246;1;28980
915;14405;1;42020
915;14837;1;64940
915;14907;1;24000
916;13955;1;12480
917;7743;1;5600
917;10035;1;2210
917;11101;1;23405
917;13823;1;18480
918;7585;1;14400
918;7593;1;12000
919;7451;1;80000
919;7470;1;32000
919;7530;1;32800
919;7592;1;107264
919;7630;1;7200
919;7712;1;76800
919;7729;1;27200
919;10573;1;118535
919;11260;1;43120
919;11853;1;69680
919;11876;1;100491
919;12948;1;20254
919;13895;1;11325
919;13998;1;72320
919;14607;1;34866
919;14689;1;31710
919;14786;1;7790
920;14124;1;48929
920;14135;1;6804
921;10035;1;2000
921;10841;1;5180
921;14520;1;40140
922;10035;1;6500
922;11417;1;48104
922;11558;1;53258
922;14421;1;11275
922;14487;1;6150
923;10035;1;5700
923;10766;1;31668
923;13956;1;8200
923;14554;1;31783
923;14960;1;19475
924;10035;1;2950
924;14520;1;30510
924;14960;1;7280
925;10035;1;1500
925;11207;1;183465
926;10035;1;2000
926;11889;1;39336
927;10035;1;6160
927;10723;1;14304
927;13785;1;14304
927;14766;1;3116
928;14808;1;1701
929;10035;1;2000
929;11841;1;6013
930;9777;1;12866
930;10035;1;10230
930;10758;1;45240
930;10787;1;2265
930;10803;1;4495
930;10804;1;13485
930;11985;1;1850
930;12384;1;18450
930;14536;1;11100
930;14884;1;7175
931;14846;1;115320
932;10035;1;540
932;10697;1;37230
933;10035;1;1000
933;14648;1;13700
934;6147;1;8940
934;10035;1;4400
934;10576;1;"2642,5"
935;10446;1;21112
935;10645;1;15834
936;14518;1;48300
937;14061;1;10894
938;11800;1;12150
938;14121;1;57500
938;14668;1;11300
938;14831;1;30954
939;9003;1;2200
939;10553;1;9425
940;14778;1;85900
941;7947;1;3500
942;8572;1;360
942;13828;1;14600
943;10035;1;2120
943;14551;1;17760
944;10035;1;2100
944;14551;1;17760
945;10035;1;2000
945;14018;1;7500
946;12991;1;18000
947;10035;1;2000
947;10555;1;"4907,5"
948;10035;1;100
948;14424;1;7790
949;8517;1;200
949;14424;1;15580
950;10035;1;160
950;14828;1;27180
951;7551;1;13328
951;7647;1;23055
951;10035;1;180
952;10035;1;160
952;14490;1;23244
952;14788;1;42912
953;12367;1;153296
953;14490;1;173436
954;7685;1;5495
954;10035;1;2000
955;13057;1;3520
955;13898;1;70300
956;7681;1;"5962,5"
956;8218;1;16695
956;10035;1;4400
957;8218;1;7850
957;10035;1;160
958;10035;1;800
958;10837;1;12000
959;8513;1;220
959;14416;1;116220
960;12906;1;2825
961;8517;1;440
961;14416;1;59004
962;10035;1;300
962;11794;1;2988
962;14656;1;"1579,5"
962;14803;1;1458
963;10035;1;4100
963;10755;1;17880
963;12311;1;17880
963;13827;1;4620
963;14112;1;16986
964;10035;1;480
964;10837;1;24160
965;10035;1;2000
965;14832;1;2337
966;6045;1;31290
966;10035;1;4100
966;10719;1;16359
966;11905;1;3895
966;11978;1;2265
966;12449;1;30396
966;13741;1;27714
966;14495;1;16986
966;14959;1;16640
967;10035;1;2400
967;10568;1;34276
967;11216;1;147980
968;10035;1;110
968;13963;1;3700
968;14831;1;1578
969;8517;1;160
969;10773;1;22997
970;11792;1;6396
971;11702;1;840
972;14818;1;11373
973;10035;1;60
973;13963;1;7400
973;14831;1;1578
974;11792;1;12792
974;14668;1;22077
975;10035;1;2950
975;10456;1;888
975;14251;1;"1283,5"
976;10035;1;80
976;15103;1;6780
977;7743;1;1600
977;14824;1;"1132,5"
978;8520;1;500
978;14251;1;49075
979;10035;1;930
979;10582;1;1578
979;10841;1;148740
980;7615;1;1570
980;10035;1;1700
981;14803;1;35760
982;11281;1;21866
982;11834;1;28347
982;13789;1;63566
982;13802;1;19604
982;13863;1;158056
982;14250;1;43365
982;14568;1;75592
982;14580;1;64425
982;14687;1;52780
982;14831;1;46909
983;8531;1;720
983;10035;1;2000
983;10760;1;9802
983;10841;1;46620
983;14495;1;12026
984;10035;1;4000
984;10443;1;755
984;14253;1;1558
985;8517;1;3700
985;10773;1;3116
985;14150;1;4674
986;10035;1;1820
986;11207;1;3775
987;10035;1;80
987;10552;1;9815
988;15097;1;4125
989;10610;1;1043000
990;8531;1;540
990;10573;1;43365
991;9003;1;300
991;10553;1;50518
992;10035;1;80
992;14962;1;7245
993;10035;1;2160
993;10553;1;53751
993;11167;1;33972
993;13751;1;7790
994;8531;1;450
994;14831;1;"8442,3"
995;14055;1;89320
996;8572;1;360
996;10640;1;"12457,5"
997;7207;1;"1488,5"
998;13586;1;105774
999;6263;1;43809
999;10035;1;2400
1000;14794;1;5358
1001;12271;1;5364
1002;10035;1;2680
1002;10845;1;67944
1003;10519;1;53605
1003;10552;1;46810
1003;10582;1;8442
1003;10604;1;28690
1003;10696;1;7638
1003;10788;1;1540
1003;10790;1;6930
1003;10991;1;117025
1003;14536;1;93620
1003;14747;1;154020
1004;10050;1;868
1005;8515;1;320
1005;8517;1;4000
1005;10576;1;23405
1005;14687;1;9348
1006;10035;1;2400
1006;12079;1;21140
1007;14954;1;"1822,5"
1008;10035;1;1700
1008;14144;1;7790
1008;14215;1;19274
1009;10600;1;86140
1010;10582;1;196461
1011;10690;1;300750
1012;14634;1;22246
1013;8517;1;4800
1013;10771;1;14603
1013;14890;1;"9878,5"
1014;14652;1;2337
1015;14655;1;3250
1016;8571;1;600
1016;8572;1;300
1016;14806;1;16080
1016;14831;1;"5680,8"
1017;14523;1;9246
1017;15029;1;7236
1018;8517;1;100
1018;11693;1;1599
1019;10035;1;50
1019;11773;1;3600
1019;14803;1;1452
1020;10035;1;160
1020;14455;1;36000
1021;7455;1;8800
1022;10035;1;3400
1022;10608;1;2457
1022;13887;1;2862
1023;7804;1;10400
1023;10035;1;60
1024;10035;1;50
1024;14124;1;3955
1025;10035;1;2000
1025;11344;1;8940
1026;7530;1;4000
1027;10035;1;50
1027;10583;1;2325
1028;11315;1;142146
1029;11117;1;43407
1029;12990;1;11100
1029;14833;1;25900
1030;10599;1;32895
1031;10599;1;31031
1032;10743;1;8440
1033;11558;1;34360
1034;7630;1;194680
1034;10593;1;367500
1035;10035;1;60
1035;13895;1;6290
1036;10035;1;80
1036;11987;1;12580
1037;10035;1;60
1037;14916;1;7550
1038;13760;1;12080
1039;14298;1;26425
1040;10035;1;2400
1040;14890;1;36937
1040;14892;1;76451
1041;10035;1;4800
1041;10771;1;100503
1041;14891;1;122837
1041;14892;1;131427
1042;10710;1;59430
1042;11860;1;20500
1042;11903;1;18850
1042;13809;1;6040
1042;14381;1;71316
1042;14411;1;144312
1042;14886;1;33960
1043;10035;1;2400
1043;14603;1;65284
1043;14892;1;128850
1044;10035;1;4800
1044;14155;1;10127
1044;14669;1;17138
1044;14900;1;114312
1045;10035;1;2000
1045;14786;1;15580
1046;7523;1;5761
1046;10035;1;2000
1047;7483;1;6400
1047;7724;1;8000
1047;10035;1;4080
1048;7555;1;8000
1048;10035;1;60
1049;10035;1;2160
1049;10710;1;21475
1050;10035;1;80
1050;13809;1;3080
1051;8520;1;500
1051;13027;1;"23935,5"
1052;8513;1;60
1052;8517;1;240
1052;14061;1;11732
1052;14677;1;14560
1052;14843;1;12835
1052;14910;1;12835
1053;7511;1;6400
1053;10035;1;2400
1054;10035;1;2000
1054;13000;1;23244
1054;13606;1;9540
1055;14801;1;984
1056;10789;1;1510
1056;12030;1;7432
1056;13854;1;2757
1057;14129;1;1245
1058;14801;1;"1120,5"
1058;14805;1;729
1059;5939;1;6750
1059;10493;1;2250
1059;10693;1;13200
1059;10742;1;"482,4"
1059;10802;1;1206
1059;12204;1;3000
1059;14164;1;12402
1059;15034;1;17120
1060;14492;1;15462
1061;10035;1;50
1061;11777;1;3450
1061;11814;1;"2317,1"
1061;14130;1;2420
1062;10035;1;80
1062;14839;1;12224
1063;14130;1;5589
1064;10035;1;220
1064;10558;1;9815
1064;13962;1;6432
1065;10035;1;160
1065;14628;1;30955
1066;7695;1;36800
1067;10742;1;42210
1068;7562;1;2514
1068;10035;1;50
1069;7608;1;34980
1069;7691;1;223244
1069;10553;1;31324
1069;11281;1;22920
1069;13767;1;83300
1070;14120;1;39790
1071;11746;1;"867,9"
1072;8572;1;300
1072;10584;1;4422
1073;14605;1;532340
1074;14809;1;"9874,5"
1075;7643;1;10990
1075;8513;1;100
1076;14810;1;"8058,5"
1077;14803;1;"16888,5"
1078;10035;1;80
1078;10972;1;8305
1079;10035;1;1700
1079;14843;1;1510
1080;7555;1;15700
1080;8517;1;120
1080;10035;1;80
1080;10611;1;15080
1081;14144;1;6786
1082;11853;1;4100
1083;9003;1;150
1083;10582;1;6312
1084;11869;1;7540
1085;10035;1;80
1085;14839;1;12818
1086;11715;1;960
1086;14500;1;615
1086;14634;1;"1248,5"
1087;10035;1;50
1087;14056;1;3020
1088;10035;1;1700
1088;14143;1;3105
1089;8520;1;500
1089;13027;1;25773
1090;7562;1;23324
1090;8515;1;320
1090;10035;1;1250
1091;14004;1;"701,1"
1092;9003;1;150
1092;14249;1;7990
1093;14135;1;"3523,5"
1094;8515;1;240
1094;14847;1;19630
1095;14801;1;"6349,5"
1096;12068;1;16986
1097;11747;1;17688
1098;10035;1;80
1098;14966;1;5005
1099;9003;1;150
1099;14249;1;8040
1100;10035;1;1700
1100;13799;1;5193
1101;9003;1;180
1101;9270;1;34358
1102;8517;1;3400
1102;13895;1;"1887,5"
1102;14144;1;7790
1103;14794;1;"707,5"
1104;11747;1;"17848,8"
1105;13995;1;27216
1106;10035;1;1250
1106;13810;1;3390
1107;10035;1;5480
1107;13895;1;6040
1107;14522;1;11300
1107;14598;1;3576
1107;14828;1;13590
1107;14905;1;"3397,5"
1108;8513;1;2000
1108;9004;1;2000
1108;10035;1;2080
1108;14505;1;9815
1108;14968;1;6795
1108;14971;1;9060
1109;10035;1;50
1109;10599;1;3465
1110;8515;1;240
1110;10728;1;20385
1111;10035;1;1700
1111;14912;1;3020
1112;9003;1;200
1112;11260;1;12320
1112;14234;1;12835
1113;14197;1;4131
1114;7566;1;26816
1114;10035;1;400
1115;820;1;"35377,5"
1115;10035;1;400
1116;10991;1;91250
1117;10035;1;80
1117;10704;1;14250
1118;10035;1;80
1118;11003;1;11100
1119;14039;1;7731
1120;10035;1;1250
1120;14668;1;892
1121;13835;1;246
1121;13946;1;120
1121;14809;1;681
1122;10035;1;1700
1122;11876;1;3016
1123;14388;1;14704
1124;10035;1;1700
1124;12388;1;18450
1124;13887;1;13785
1124;14524;1;18955
1125;11743;1;1135
1125;11788;1;"8408,5"
1125;14656;1;2400
1125;14809;1;15890
1126;10035;1;1700
1126;10552;1;18500
1126;10582;1;24459
1126;10695;1;3156
1126;10697;1;11840
1126;10728;1;444
1126;10789;1;1510
1126;10991;1;120450
1126;11094;1;"2603,7"
1126;12036;1;3700
1126;13877;1;189070
1127;7596;1;7850
1127;9225;1;19625
1127;10035;1;2340
1128;10035;1;2160
1128;10552;1;4440
1129;6790;1;11460
1129;7480;1;"13744,5"
1129;7530;1;32595
1129;7550;1;21658
1129;10035;1;4100
1129;12421;1;68651
1129;14682;1;39105
1130;10552;1;9750
1130;10643;1;6632
1130;11131;1;4500
